2022-07-24 02:59:46.869594 | 10842 | 2
2022-07-24 02:59:46.871791 | 10837 | 2
2022-07-24 02:59:46.873631 | 10847 | 1
2022-07-24 02:59:46.876488 | 10845 | 1
2022-07-24 02:59:46.880773 | 10833 | 3
2022-07-24 02:59:46.885745 | 10854 | 1
2022-07-24 02:59:46.886406 | 10849 | 2
2022-07-24 02:59:46.890029 | 10842 | 3
2022-07-24 02:59:46.892595 | 10837 | 3
2022-07-24 02:59:46.896471 | 10847 | 2
2022-07-24 02:59:46.897415 | 10862 | 1
2022-07-24 02:59:46.899019 | 10845 | 2
2022-07-24 02:59:46.906422 | 10856 | 1
2022-07-24 02:59:46.908636 | 10854 | 2
2022-07-24 02:59:46.909137 | 10849 | 3
2022-07-24 02:59:46.911319 | 10859 | 1
2022-07-24 02:59:46.914026 | 10864 | 1
2022-07-24 02:59:46.917102 | 10847 | 3
2022-07-24 02:59:46.920341 | 10862 | 2
2022-07-24 02:59:46.921051 | 10845 | 3
2022-07-24 02:59:46.929478 | 10856 | 2
2022-07-24 02:59:46.935993 | 10854 | 3
2022-07-24 02:59:46.944286 | 10859 | 2
2022-07-24 02:59:46.944596 | 10864 | 2
2022-07-24 02:59:46.944800 | 10871 | 1
2022-07-24 02:59:46.945031 | 10873 | 1
2022-07-24 02:59:46.947172 | 10862 | 3
2022-07-24 02:59:46.974008 | 10856 | 3
2022-07-24 02:59:46.980142 | 10859 | 3
2022-07-24 02:59:46.980493 | 10871 | 2
2022-07-24 02:59:46.981245 | 10873 | 2
2022-07-24 02:59:46.990308 | 10876 | 1
2022-07-24 02:59:46.996258 | 10864 | 3
2022-07-24 02:59:47.009761 | 10877 | 1
2022-07-24 02:59:47.010613 | 10886 | 1
2022-07-24 02:59:47.010938 | 10882 | 1
2022-07-24 02:59:47.011284 | 10871 | 3
2022-07-24 02:59:47.013307 | 10873 | 3
2022-07-24 02:59:47.015661 | 10876 | 2
2022-07-24 02:59:47.020630 | 10888 | 1
2022-07-24 02:59:47.026325 | 10894 | 1
2022-07-24 02:59:47.030258 | 10877 | 2
2022-07-24 02:59:47.031012 | 10886 | 2
2022-07-24 02:59:47.031935 | 10882 | 2
2022-07-24 02:59:47.040143 | 10891 | 1
2022-07-24 02:59:47.041411 | 10876 | 3
2022-07-24 02:59:47.042972 | 10888 | 2
2022-07-24 02:59:47.048177 | 10881 | 1
2022-07-24 02:59:47.048599 | 10894 | 2
2022-07-24 02:59:47.051071 | 10877 | 3
2022-07-24 02:59:47.054102 | 10886 | 3
2022-07-24 02:59:47.055233 | 10882 | 3
2022-07-24 02:59:47.061387 | 10891 | 2
2022-07-24 02:59:47.069926 | 10881 | 2
2022-07-24 02:59:47.087004 | 10888 | 3
2022-07-24 02:59:47.087419 | 10894 | 3
2022-07-24 02:59:47.091380 | 10892 | 1
2022-07-24 02:59:47.092126 | 10898 | 1
2022-07-24 02:59:47.094955 | 10902 | 1
2022-07-24 02:59:47.095304 | 10896 | 1
2022-07-24 02:59:47.098746 | 10891 | 3
2022-07-24 02:59:47.100044 | 10900 | 1
2022-07-24 02:59:47.107515 | 10905 | 1
2022-07-24 02:59:47.111905 | 10892 | 2
2022-07-24 02:59:47.112521 | 10898 | 2
2022-07-24 02:59:47.115627 | 10907 | 1
2022-07-24 02:59:47.116135 | 10902 | 2
2022-07-24 02:59:47.116607 | 10896 | 2
2022-07-24 02:59:47.119937 | 10910 | 1
2022-07-24 02:59:47.120786 | 10900 | 2
2022-07-24 02:59:47.129198 | 10905 | 2
2022-07-24 02:59:47.133364 | 10892 | 3
2022-07-24 02:59:47.135185 | 10898 | 3
2022-07-24 02:59:47.140617 | 10907 | 2
2022-07-24 02:59:47.141561 | 10902 | 3
2022-07-24 02:59:47.142504 | 10896 | 3
2022-07-24 02:59:47.153792 | 10912 | 1
2022-07-24 02:59:47.157146 | 10910 | 2
2022-07-24 02:59:47.158216 | 10900 | 3
2022-07-24 02:59:47.166749 | 10909 | 1
2022-07-24 02:59:47.167033 | 10905 | 3
2022-07-24 02:59:47.168204 | 10916 | 1
2022-07-24 02:59:47.169540 | 10907 | 3
2022-07-24 02:59:47.170073 | 10914 | 1
2022-07-24 02:59:47.173422 | 10920 | 1
2022-07-24 02:59:47.175169 | 10912 | 2
2022-07-24 02:59:47.176856 | 10918 | 1
2022-07-24 02:59:47.177764 | 10910 | 3
2022-07-24 02:59:47.187198 | 10909 | 2
2022-07-24 02:59:47.189086 | 10916 | 2
2022-07-24 02:59:47.190544 | 10914 | 2
2022-07-24 02:59:47.193957 | 10920 | 2
2022-07-24 02:59:47.194591 | 10923 | 1
2022-07-24 02:59:47.195715 | 10912 | 3
2022-07-24 02:59:47.197429 | 10918 | 2
2022-07-24 02:59:47.199827 | 10924 | 1
2022-07-24 02:59:47.210022 | 10909 | 3
2022-07-24 02:59:47.213229 | 10914 | 3
2022-07-24 02:59:47.213732 | 10916 | 3
2022-07-24 02:59:47.214404 | 10920 | 3
2022-07-24 02:59:47.215193 | 10926 | 1
2022-07-24 02:59:47.215496 | 10923 | 2
2022-07-24 02:59:47.224264 | 10930 | 1
2022-07-24 02:59:47.226175 | 10918 | 3
2022-07-24 02:59:47.233342 | 10924 | 2
2022-07-24 02:59:47.237321 | 10932 | 1
2022-07-24 02:59:47.239562 | 10926 | 2
2022-07-24 02:59:47.240760 | 10928 | 1
2022-07-24 02:59:47.241509 | 10923 | 3
2022-07-24 02:59:47.248402 | 10937 | 1
2022-07-24 02:59:47.248821 | 10930 | 2
2022-07-24 02:59:47.252613 | 10938 | 1
2022-07-24 02:59:47.254775 | 10924 | 3
2022-07-24 02:59:47.259459 | 10934 | 1
2022-07-24 02:59:47.259780 | 10932 | 2
2022-07-24 02:59:47.260128 | 10926 | 3
2022-07-24 02:59:47.267825 | 10928 | 2
2022-07-24 02:59:47.269836 | 10937 | 2
2022-07-24 02:59:47.271935 | 10930 | 3
2022-07-24 02:59:47.274395 | 10938 | 2
2022-07-24 02:59:47.281432 | 10934 | 2
2022-07-24 02:59:47.282569 | 10932 | 3
2022-07-24 02:59:47.289541 | 10928 | 3
2022-07-24 02:59:47.290585 | 10937 | 3
2022-07-24 02:59:47.295011 | 10944 | 1
2022-07-24 02:59:47.296115 | 10938 | 3
2022-07-24 02:59:47.303396 | 10949 | 1
2022-07-24 02:59:47.304499 | 10934 | 3
2022-07-24 02:59:47.314139 | 10946 | 1
2022-07-24 02:59:47.314424 | 10942 | 1
2022-07-24 02:59:47.315907 | 10944 | 2
2022-07-24 02:59:47.316314 | 10952 | 1
2022-07-24 02:59:47.323859 | 10949 | 2
2022-07-24 02:59:47.334652 | 10946 | 2
2022-07-24 02:59:47.334981 | 10942 | 2
2022-07-24 02:59:47.336385 | 10944 | 3
2022-07-24 02:59:47.336721 | 10952 | 2
2022-07-24 02:59:47.337630 | 10953 | 1
2022-07-24 02:59:47.344424 | 10949 | 3
2022-07-24 02:59:47.352111 | 10948 | 1
2022-07-24 02:59:47.356410 | 10942 | 3
2022-07-24 02:59:47.357163 | 10946 | 3
2022-07-24 02:59:47.357555 | 10952 | 3
2022-07-24 02:59:47.359071 | 10961 | 1
2022-07-24 02:59:47.359479 | 10957 | 1
2022-07-24 02:59:47.359820 | 10959 | 1
2022-07-24 02:59:47.363397 | 10953 | 2
2022-07-24 02:59:47.363956 | 10963 | 1
2022-07-24 02:59:47.366145 | 10956 | 1
2022-07-24 02:59:47.372659 | 10948 | 2
2022-07-24 02:59:47.379880 | 10961 | 2
2022-07-24 02:59:47.380386 | 10959 | 2
2022-07-24 02:59:47.382215 | 10957 | 2
2022-07-24 02:59:47.383904 | 10953 | 3
2022-07-24 02:59:47.384393 | 10963 | 2
2022-07-24 02:59:47.386857 | 10956 | 2
2022-07-24 02:59:47.393135 | 10948 | 3
2022-07-24 02:59:47.401627 | 10969 | 1
2022-07-24 02:59:47.402353 | 10959 | 3
2022-07-24 02:59:47.402813 | 10961 | 3
2022-07-24 02:59:47.404674 | 10957 | 3
2022-07-24 02:59:47.413881 | 10963 | 3
2022-07-24 02:59:47.415152 | 10956 | 3
2022-07-24 02:59:47.420921 | 10966 | 1
2022-07-24 02:59:47.421699 | 10976 | 1
2022-07-24 02:59:47.422517 | 10969 | 2
2022-07-24 02:59:47.426328 | 10970 | 1
2022-07-24 02:59:47.427465 | 10972 | 1
2022-07-24 02:59:47.428016 | 10974 | 1
2022-07-24 02:59:47.430996 | 10978 | 1
2022-07-24 02:59:47.443088 | 10966 | 2
2022-07-24 02:59:47.444023 | 10969 | 3
2022-07-24 02:59:47.445681 | 10976 | 2
2022-07-24 02:59:47.446828 | 10970 | 2
2022-07-24 02:59:47.448221 | 10972 | 2
2022-07-24 02:59:47.450747 | 10974 | 2
2022-07-24 02:59:47.451649 | 10978 | 2
2022-07-24 02:59:47.462703 | 10980 | 1
2022-07-24 02:59:47.464176 | 10966 | 3
2022-07-24 02:59:47.466898 | 10976 | 3
2022-07-24 02:59:47.469001 | 10970 | 3
2022-07-24 02:59:47.469285 | 10972 | 3
2022-07-24 02:59:47.471169 | 10974 | 3
2022-07-24 02:59:47.473065 | 10978 | 3
2022-07-24 02:59:47.481484 | 10982 | 1
2022-07-24 02:59:47.481999 | 10984 | 1
2022-07-24 02:59:47.484941 | 10980 | 2
2022-07-24 02:59:47.496567 | 10990 | 1
2022-07-24 02:59:47.504499 | 10986 | 1
2022-07-24 02:59:47.505233 | 10982 | 2
2022-07-24 02:59:47.510762 | 10984 | 2
2022-07-24 02:59:47.513366 | 10980 | 3
2022-07-24 02:59:47.523554 | 10990 | 2
2022-07-24 02:59:47.523972 | 10989 | 1
2022-07-24 02:59:47.525044 | 10986 | 2
2022-07-24 02:59:47.525729 | 10982 | 3
2022-07-24 02:59:47.532161 | 10995 | 1
2022-07-24 02:59:47.533520 | 10984 | 3
2022-07-24 02:59:47.535099 | 10992 | 1
2022-07-24 02:59:47.540536 | 10998 | 1
2022-07-24 02:59:47.544499 | 10989 | 2
2022-07-24 02:59:47.544803 | 10990 | 3
2022-07-24 02:59:47.547923 | 10986 | 3
2022-07-24 02:59:47.557003 | 10995 | 2
2022-07-24 02:59:47.557388 | 10992 | 2
2022-07-24 02:59:47.562437 | 10997 | 1
2022-07-24 02:59:47.564603 | 10998 | 2
2022-07-24 02:59:47.565467 | 10989 | 3
2022-07-24 02:59:47.569371 | 11004 | 1
2022-07-24 02:59:47.575051 | 11003 | 1
2022-07-24 02:59:47.577417 | 10995 | 3
2022-07-24 02:59:47.580463 | 10992 | 3
2022-07-24 02:59:47.588857 | 11001 | 1
2022-07-24 02:59:47.589674 | 10997 | 2
2022-07-24 02:59:47.590079 | 10998 | 3
2022-07-24 02:59:47.590431 | 11007 | 1
2022-07-24 02:59:47.595795 | 11003 | 2
2022-07-24 02:59:47.596474 | 11004 | 2
2022-07-24 02:59:47.604537 | 11008 | 1
2022-07-24 02:59:47.610257 | 10997 | 3
2022-07-24 02:59:47.610645 | 11001 | 2
2022-07-24 02:59:47.611853 | 11010 | 1
2022-07-24 02:59:47.612251 | 11007 | 2
2022-07-24 02:59:47.613714 | 11014 | 1
2022-07-24 02:59:47.616680 | 11003 | 3
2022-07-24 02:59:47.618157 | 11012 | 1
2022-07-24 02:59:47.618775 | 11004 | 3
2022-07-24 02:59:47.626964 | 11019 | 1
2022-07-24 02:59:47.628047 | 11008 | 2
2022-07-24 02:59:47.634184 | 11014 | 2
2022-07-24 02:59:47.635232 | 11001 | 3
2022-07-24 02:59:47.637030 | 11010 | 2
2022-07-24 02:59:47.639779 | 11007 | 3
2022-07-24 02:59:47.648520 | 11012 | 2
2022-07-24 02:59:47.648917 | 11017 | 1
2022-07-24 02:59:47.653039 | 11019 | 2
2022-07-24 02:59:47.653537 | 11021 | 1
2022-07-24 02:59:47.656623 | 11014 | 3
2022-07-24 02:59:47.670777 | 11008 | 3
2022-07-24 02:59:47.682667 | 11023 | 1
2022-07-24 02:59:47.690111 | 11010 | 3
2022-07-24 02:59:47.699933 | 11012 | 3
2022-07-24 02:59:47.701061 | 11017 | 2
2022-07-24 02:59:47.703287 | 11019 | 3
2022-07-24 02:59:47.709131 | 11031 | 1
2022-07-24 02:59:47.709658 | 11021 | 2
2022-07-24 02:59:47.709909 | 11029 | 1
2022-07-24 02:59:47.710350 | 11041 | 1
2022-07-24 02:59:47.710695 | 11033 | 1
2022-07-24 02:59:47.715308 | 11023 | 2
2022-07-24 02:59:47.715735 | 11026 | 1
2022-07-24 02:59:47.716681 | 11024 | 1
2022-07-24 02:59:47.728857 | 11037 | 1
2022-07-24 02:59:47.729121 | 11017 | 3
2022-07-24 02:59:47.731226 | 11039 | 1
2022-07-24 02:59:47.731999 | 11035 | 1
2022-07-24 02:59:47.732906 | 11031 | 2
2022-07-24 02:59:47.733296 | 11021 | 3
2022-07-24 02:59:47.734163 | 11029 | 2
2022-07-24 02:59:47.739763 | 11041 | 2
2022-07-24 02:59:47.742739 | 11026 | 2
2022-07-24 02:59:47.743275 | 11024 | 2
2022-07-24 02:59:47.744075 | 11033 | 2
2022-07-24 02:59:47.744601 | 11023 | 3
2022-07-24 02:59:47.749291 | 11037 | 2
2022-07-24 02:59:47.752255 | 11039 | 2
2022-07-24 02:59:47.753081 | 11035 | 2
2022-07-24 02:59:47.753533 | 11031 | 3
2022-07-24 02:59:47.759509 | 11029 | 3
2022-07-24 02:59:47.762696 | 11041 | 3
2022-07-24 02:59:47.763467 | 11026 | 3
2022-07-24 02:59:47.764269 | 11024 | 3
2022-07-24 02:59:47.764955 | 11033 | 3
2022-07-24 02:59:47.769863 | 11037 | 3
2022-07-24 02:59:47.772996 | 11046 | 1
2022-07-24 02:59:47.774922 | 11039 | 3
2022-07-24 02:59:47.776004 | 11035 | 3
2022-07-24 02:59:47.780134 | 11045 | 1
2022-07-24 02:59:47.781113 | 11043 | 1
2022-07-24 02:59:47.794410 | 11048 | 1
2022-07-24 02:59:47.795487 | 11046 | 2
2022-07-24 02:59:47.800974 | 11045 | 2
2022-07-24 02:59:47.801578 | 11043 | 2
2022-07-24 02:59:47.815007 | 11048 | 2
2022-07-24 02:59:47.816027 | 11046 | 3
2022-07-24 02:59:47.821620 | 11045 | 3
2022-07-24 02:59:47.822662 | 11043 | 3
2022-07-24 02:59:47.835555 | 11048 | 3
