2022-07-24 02:59:46.541716 | 10774 | 1
2022-07-24 02:59:46.545220 | 10776 | 1
2022-07-24 02:59:46.548737 | 10782 | 1
2022-07-24 02:59:46.561838 | 10778 | 1
2022-07-24 02:59:46.562540 | 10780 | 1
2022-07-24 02:59:46.569330 | 10782 | 2
2022-07-24 02:59:46.575466 | 10774 | 2
2022-07-24 02:59:46.580179 | 10776 | 2
2022-07-24 02:59:46.580687 | 10786 | 1
2022-07-24 02:59:46.582953 | 10780 | 2
2022-07-24 02:59:46.585662 | 10784 | 1
2022-07-24 02:59:46.591440 | 10778 | 2
2022-07-24 02:59:46.591870 | 10789 | 1
2022-07-24 02:59:46.607131 | 10782 | 3
2022-07-24 02:59:46.619088 | 10774 | 3
2022-07-24 02:59:46.623078 | 10791 | 1
2022-07-24 02:59:46.634394 | 10786 | 2
2022-07-24 02:59:46.636084 | 10776 | 3
2022-07-24 02:59:46.640677 | 10780 | 3
2022-07-24 02:59:46.640991 | 10798 | 1
2022-07-24 02:59:46.641428 | 10778 | 3
2022-07-24 02:59:46.647297 | 10784 | 2
2022-07-24 02:59:46.647976 | 10789 | 2
2022-07-24 02:59:46.651282 | 10796 | 1
2022-07-24 02:59:46.653479 | 10791 | 2
2022-07-24 02:59:46.653731 | 10803 | 1
2022-07-24 02:59:46.655850 | 10804 | 1
2022-07-24 02:59:46.659225 | 10786 | 3
2022-07-24 02:59:46.664998 | 10798 | 2
2022-07-24 02:59:46.666012 | 10795 | 1
2022-07-24 02:59:46.666870 | 10793 | 1
2022-07-24 02:59:46.669413 | 10784 | 3
2022-07-24 02:59:46.671097 | 10789 | 3
2022-07-24 02:59:46.673649 | 10796 | 2
2022-07-24 02:59:46.674730 | 10791 | 3
2022-07-24 02:59:46.675657 | 10803 | 2
2022-07-24 02:59:46.676297 | 10804 | 2
2022-07-24 02:59:46.680663 | 10800 | 1
2022-07-24 02:59:46.685723 | 10798 | 3
2022-07-24 02:59:46.686433 | 10795 | 2
2022-07-24 02:59:46.687302 | 10793 | 2
2022-07-24 02:59:46.694139 | 10796 | 3
2022-07-24 02:59:46.699223 | 10804 | 3
2022-07-24 02:59:46.702931 | 10806 | 1
2022-07-24 02:59:46.703531 | 10803 | 3
2022-07-24 02:59:46.712501 | 10800 | 2
2022-07-24 02:59:46.712959 | 10811 | 1
2022-07-24 02:59:46.713417 | 10809 | 1
2022-07-24 02:59:46.713723 | 10795 | 3
2022-07-24 02:59:46.716538 | 10793 | 3
2022-07-24 02:59:46.721558 | 10815 | 1
2022-07-24 02:59:46.728984 | 10806 | 2
2022-07-24 02:59:46.733377 | 10811 | 2
2022-07-24 02:59:46.733889 | 10814 | 1
2022-07-24 02:59:46.734377 | 10809 | 2
2022-07-24 02:59:46.734682 | 10800 | 3
2022-07-24 02:59:46.738731 | 10818 | 1
2022-07-24 02:59:46.742667 | 10815 | 2
2022-07-24 02:59:46.753640 | 10806 | 3
2022-07-24 02:59:46.753972 | 10811 | 3
2022-07-24 02:59:46.754675 | 10814 | 2
2022-07-24 02:59:46.755134 | 10823 | 1
2022-07-24 02:59:46.755464 | 10809 | 3
2022-07-24 02:59:46.761297 | 10819 | 1
2022-07-24 02:59:46.761825 | 10818 | 2
2022-07-24 02:59:46.763752 | 10826 | 1
2022-07-24 02:59:46.773631 | 10815 | 3
2022-07-24 02:59:46.774651 | 10821 | 1
2022-07-24 02:59:46.779120 | 10823 | 2
2022-07-24 02:59:46.779446 | 10814 | 3
2022-07-24 02:59:46.782485 | 10818 | 3
2022-07-24 02:59:46.784950 | 10819 | 2
2022-07-24 02:59:46.785500 | 10826 | 2
2022-07-24 02:59:46.793882 | 10827 | 1
2022-07-24 02:59:46.795098 | 10821 | 2
2022-07-24 02:59:46.798029 | 10830 | 1
2022-07-24 02:59:46.799918 | 10823 | 3
2022-07-24 02:59:46.805539 | 10819 | 3
2022-07-24 02:59:46.809591 | 10836 | 1
2022-07-24 02:59:46.810340 | 10826 | 3
2022-07-24 02:59:46.821617 | 10831 | 1
2022-07-24 02:59:46.828138 | 10827 | 2
2022-07-24 02:59:46.828696 | 10821 | 3
2022-07-24 02:59:46.829079 | 10830 | 2
2022-07-24 02:59:46.830223 | 10836 | 2
2022-07-24 02:59:46.839913 | 10833 | 1
2022-07-24 02:59:46.842318 | 10831 | 2
2022-07-24 02:59:46.846102 | 10842 | 1
2022-07-24 02:59:46.849672 | 10830 | 3
2022-07-24 02:59:46.850295 | 10837 | 1
2022-07-24 02:59:46.852360 | 10836 | 3
2022-07-24 02:59:46.852921 | 10827 | 3
2022-07-24 02:59:46.860367 | 10833 | 2
2022-07-24 02:59:46.865905 | 10849 | 1
2022-07-24 02:59:46.869128 | 10831 | 3
